,0,1,2,3,4
7136,金融：二季度信贷紧缩压力不大,齐鲁证券,程彬彬,推荐,2010-04-12
7137,煤炭石油：中转地煤价连续三周持稳 澳洲BJ明显上涨,东兴证券,谭可,看好,2010-04-12
7138,金融：银行业 3月信贷数据点评 二季度信贷紧缩压力不大,齐鲁证券,程彬彬,推荐,2010-04-12
7139,金融：银行业 国际比较显示地方财政风险依然可控,莫尼塔,祁益峰,无,2010-04-12
7140,工业综合：板块微跌后反弹 重点个股有机会,西南证券,庞琳琳,强于大市,2010-04-12
7141,交通运输：公路行业信息周报,东海证券,陈柏儒,推荐,2010-04-12
7142,煤炭石油：煤炭行业 市场价格走势平稳 秦港库存降至640万吨,长江证券,虞亚新,看好,2010-04-12
7143,钢铁：成本支撑钢价 关注资源优势企业,爱建证券,万炜 张欣 ,中性,2010-04-12
7144,建材：水泥价格持续上涨 煤炭价格震荡下行,长江证券,刘元瑞 邹戈 ,中性,2010-04-12
7145,金融： 银行业双周报 调控中期影响有限 业绩难超预期,国信证券,邱志承 黄飙 谈煊 ,推荐,2010-04-12
7146,金融：融资融券总量增长 两券商一季度业绩报喜,西南证券,王大力  丁小玲 ,跟随大市,2010-04-12
7147,煤炭石油：煤炭行业 国际煤价大幅上涨,联合证券,孙海波,增持,2010-04-12
7148,有色金属：有色金属行业信息周报,联合证券,叶洮,中性,2010-04-12
7149,钢铁：3 月份中国钢材出口同比激增,联合证券,黄静,增持,2010-04-12
7150,钢铁：三大矿山正式结盟季度定价政策,天相投顾,--,增持,2010-04-12
7151,化工：化工行业 重归价值股,联合证券,肖晖,中性,2010-04-12
7152,钢铁：资源薄板两条主线 成本需求两端受益,第一创业,刘冰 巨国贤 ,无,2010-04-12
7153,化工：苯胺烧碱价格上涨 黄磷甲醇价格回调,中银国际,陈恬 倪晓曼 ,买入,2010-04-12
7154,交通运输：票价周报,广发证券,杨志清,买入,2010-04-12
7155,地产：房地产行业 下跌空间有限 等待一触即发的反弹,德邦证券,黄玉梅,中性,2010-04-11
7156,煤炭石油：石油化工 化工整体价格下滑 继续关注化纤染料板块,国联证券,杨平,无,2010-04-11
7157,公用事业：投资智能化电网二次和企业节能设备正当时,第一创业,郭强,无,2010-04-11
7158,化工：PVABDOPTA 价差扩大,广发证券,谢军 王剑雨 吕丙风 曹勇 ,持有,2010-04-11
7159,电气设备：电气设备与新能源行业周报,光大证券,周励谦,买入,2010-04-11
7160,金融：稳步回收流动性 政策工具多样化,光大证券,沈维  冯钦远 ,买入,2010-04-11
7161,信息科技：通信系统设备行业 关注光通信行业整体投资机会 建议超配,国金证券,陈运红,增持,2010-04-11
7162,农药化肥：石油化工行业 化肥出口关税有望提前调整,国金证券,刘波,持有,2010-04-11
7163,有色金属：2010年Q2策略 超配有色 尽享激情,第一创业,巨国贤,无,2010-04-11
7164,地产：房地产行业 下跌空间有限 等待一触即发的反弹,德邦证券,黄玉梅,中性,2010-04-11
7165,煤炭石油：石油化工 化工整体价格下滑 继续关注化纤染料板块,国联证券,杨平,无,2010-04-11
7166,电气设备：电气设备与新能源行业周报（2010-04-11）,光大证券,周励谦,买入,2010-04-11
7167,电气设备：电气设备与新能源行业周报,光大证券,周励谦,买入,2010-04-11
7168,化工：PVABDOPTA 价差扩大,广发证券,谢军 王剑雨 吕丙风 曹勇 ,持有,2010-04-11
7169,公用事业：投资智能化电网二次和企业节能设备正当时,第一创业,郭强,无,2010-04-11
7170,钢铁：长协价暴涨吞噬产品盈利,广发证券,谢军 冯刚勇 马涛 ,买入,2010-04-11
7171,钢铁：需求回暖  库存下降迅速,国联证券,杨平,无,2010-04-11
7172,钢铁：钢铁行业研究简报,国金证券,--,增持,2010-04-11
7173,有色金属：2010年二季度有色金属行业投资策略,第一创业,巨国贤,无,2010-04-11
7174,服装纺织：出口将继续增长 近期催生上游纱线行情,中投证券,孔军,看好,2010-04-11
7175,日常消费品：聚焦成长性,国联证券,强系璧,优异,2010-04-11
7176,地产：房地产 房产税传闻点评 短期建议回避房地产股,财富证券,刘之彦,无,2010-04-11
7177,日常消费品：农牧渔行业 4月份关注3条主线 通胀预期猪价上涨果汁并购,国金证券,谢刚,增持,2010-04-11
7178,金融：湖北12 万亿投资对银行信贷影响,长江证券,刘俊,看好,2010-04-11
7179,钢铁：钢铁行业 3月钢材出口数量继续上升,国金证券,--,增持,2010-04-11
7180,媒体：三网融合促使行业变革,第一创业,任文杰,无,2010-04-10
7181,地产：京房价暴涨17%带动二三线城市房价快速上涨,中投证券,李少明,中性,2010-04-10
7182,媒体：通信传媒行业 三网融合促使行业变革,第一创业,任文杰,无,2010-04-10
7183,钢铁：人民币升值对钢铁行业影响中性偏空,西南证券,解学成 刘�� ,强于大市,2010-04-09
7184,媒体：传媒行业 金融支持政策出台 利好传媒行业,国金证券,毛峥嵘,增持,2010-04-09
7185,煤炭石油：一季度拐点后油价上涨 仍看好石油股,高华证券,邵康麒,无,2010-04-09
7186,信息科技：通信行业点评 分享1500亿光纤宽带网络建设盛宴,日信证券,张广荣,看好,2010-04-09
7187,机械制造： 机械设备行业 行业周期向好 关注机床轴承上市公司,江南证券,魏萌,增持,2010-04-09
7188,煤炭石油：大宗商品4月报 结构调整 任重道远,安信证券,刘军,领先大市,2010-04-09
7189,煤炭石油：本周煤炭行业,大通证券,陈文倩,无,2010-04-09
7190,地产：供需逐步走向平衡――房地产行业2010年二季度投资策略报告,江南证券,张绍坤,中性,2010-04-09
7191,金融： 银行业 融资融券对银行股的影响 制度不公形成中期利好,第一创业,陈曦,推荐,2010-04-09
7192,煤炭石油：石油 一季度拐点后油价上涨 仍看好石油股,高华证券,--,无,2010-04-09
7193,服装纺织：纺织服装行业研究周报,国金证券,张斌,增持,2010-04-09
7194,服装纺织：纺织上游化学品行业快评 纺织复苏推动上游化学品持续向好,国信证券,张栋梁,推荐,2010-04-09
7195,有色金属：基本金属涨跌互现 金价持平,大通证券,赵彦辉,无,2010-04-09
7196,金融：优良业绩与低估值的矛盾不可持续――维持银行板块推荐评级,长城证券,但朝阳 程宾宾 ,推荐,2010-04-09
7197,交通运输：人民币升值对航运业的影响简析,西南证券,李慧,--,2010-04-09
7198,家用电器：家电  家电下乡以旧换新一季度销售继续放量,光大证券,赵磊,无,2010-04-09
7199,交通运输：交运行业 寻找确定性的复苏 关注航空公路和物流,德邦证券,郑庆平,推荐,2010-04-09
7200,煤炭石油：石油 一季度拐点后油价上涨 仍看好石油股,高华证券,--,无,2010-04-09
7201,金融：优良业绩与低估值的矛盾不可持续――维持银行板块推荐评级,长城证券,但朝阳 程宾宾 ,推荐,2010-04-09
7202,有色金属：基本金属涨跌互现 金价持平,大通证券,赵彦辉,无,2010-04-09
7203,煤炭石油： 煤炭行业周报 总体价格趋势愈发平稳,西南证券,徐哲,强于大市,2010-04-09
7204,煤炭石油：一季度拐点后油价上涨 仍看好石油股,高华证券,邵康麒,无,2010-04-09
7205,机械制造： 机械设备行业 行业周期向好 关注机床轴承上市公司,江南证券,魏萌,增持,2010-04-09
7206,煤炭石油：本周煤炭行业,大通证券,陈文倩,无,2010-04-09
7207,媒体：传媒行业 金融支持政策出台 利好传媒行业,国金证券,毛峥嵘,增持,2010-04-09
7208,钢铁：人民币升值对钢铁行业影响中性偏空,西南证券,解学成 刘�� ,强于大市,2010-04-09
7209,煤炭石油：大宗商品4月报 结构调整 任重道远,安信证券,刘军,领先大市,2010-04-09
7210,地产：供需逐步走向平衡――房地产行业2010年二季度投资策略报告,江南证券,张绍坤,中性,2010-04-09
7211,信息科技：信息技术业 光设备商短期内景气度,宏源证券,胡颖,中性,2010-04-09
7212,信息科技：光设备 光纤宽带投资得以延续通信设备 超预期追加投资景气再现,英大证券,费瑶瑶,买入,2010-04-09
7213,公用事业：新能源与节能行业 光伏产业继续稳定增长 合同能源管理催生节能热点,宏源证券,王静 赵曦 ,增持,2010-04-08
7214,日常消费品：中国农产品 食品价格简评（201003）,高华证券,曾梓健,无,2010-04-08
7215,煤炭石油：关闭小煤矿利好行业和地区龙头公司,中投证券,肖汉平,看好,2010-04-08
7216,化工：烃及衍生物利润高涨 石化景气周期提前到来,银河证券,李国洪,推荐,2010-04-08
7217,医疗保健：结构性调整下深度挖掘个股投资机会,英大证券,宋文昭,中性,2010-04-08
7218,家用电器：维持黑白配投资思路,银河证券,朱力军,谨慎推荐,2010-04-08
7219,地产：成交环比有所回落 同比降幅收窄,民族证券,崔娟,推荐,2010-04-08
7220,交通运输：人民币短期升值预期强化 关注航空股投资机会,东兴证券,银国宏,看好,2010-04-08
7221,公用事业：光伏产业继续稳定增长 合同能源管理催生节能热点,宏源证券,王静  赵曦 ,无,2010-04-08
7222,医疗保健：化学制药行业 VE一季度业绩综述 低谷期已过,国金证券,黄挺,增持,2010-04-08
7223,信息科技：疯狂中积聚风险,渤海证券,崔健,买入,2010-04-08
7224,交通运输：人民币短期升值预期强化 关注航空股投资机会,东兴证券,银国宏,看好,2010-04-08
7225,旅游酒店：旅游旺季到来 关注北京世界城市的建设,天相投顾,--,增持,2010-04-08
7226,日常消费品：中国农产品 食品价格简评 - 2010 年3 月,高华证券,曾梓健,无,2010-04-08
7227,建材：玻璃行业 玻璃价格涨了？！,国金证券,贺国文,增持,2010-04-08
7228,地产：房地产业最优量化选股指标――行业量化选股指标解析系列之四,联合证券,王红兵,无,2010-04-08
7229,建材：需求增速高峰已过 正值利润增长高峰,中投证券,李凡,中性,2010-04-08
7230,有色金属：多重因素博弈谨慎中乐观,东吴证券,袁理,无,2010-04-08
7231,半导体、电子设备：后3G 建设背景的局部机会及三网融合的推动,财富证券,王亮,推荐,2010-04-08
7232,地产：房地产行业 物业税传闻来袭 地产股何去何从？,国都证券,邹文军,中性,2010-04-08
7233,地产：房地产 等待调整企稳 选择优势蓝筹,安信证券,徐胜利 柳世庆 ,同步大市,2010-04-08
7234,金融：业绩增长压力上升 关注估值合理浮盈储备充足品种,江南证券,郭懿,中性,2010-04-08
7235,汽车：后危机时代的非控制合作,西南证券,王剑辉,跟随大市,2010-04-08
7236,公用事业：垃圾处理行业 环保战略升级 垃圾处理迎来黄金十年,世纪证券,--,强于大市,2010-04-08
7237,汽车：从居民财富分配角度观察汽车消费,莫尼塔,陈殷,无,2010-04-08
7238,有色金属：美元与金价同涨,大通证券,赵彦辉,无,2010-04-08
7239,煤炭石油：4月6日出台《国务院关于进一步加强淘汰落后产能工作的通知》,大通证券,陈文倩,无,2010-04-08
7240,日常消费品：中国居民消费现状浅析,天相投顾,崔凯,无,2010-04-08
7241,日常消费品：农业行业点评,大通证券,张喜,中性,2010-04-08
7242,地产：IFM 电话会议 刚性需求推动二手房成交量复苏,高华证券,王逸 杜茜 ,无,2010-04-08
7243,地产：政策紧缩 4 月份是止盈的较好时机,中投证券,李少明,中性,2010-04-07
7244,旅游酒店：清明小长假开启2010 年旅游旺季,中投证券,曾光,看好,2010-04-07
7245,医疗保健：医药行业 已披露年报速览,天相投顾,匡伟,增持,2010-04-07
7246,煤炭石油：煤炭基本面继续转好,中银国际,唐倩,增持,2010-04-07
7247,旅游酒店：世界城市点亮北京旅游业希望之光,天相投顾,王旭,增持,2010-04-07
7248,钢铁：钢铁行业月报 矿价超预期上涨 凸显盈利差异,国信证券,郑东 秦波 ,推荐,2010-04-07
7249,机械制造：复苏势头看好　调控压力不可忽视,银河证券,鞠厚林 孙津 ,谨慎推荐,2010-04-07
7250,建材：政策力度加大 淘汰落后产能值得期待,平安证券,蔡大贵,无,2010-04-07
7251,地产：价格未下调下 成交回暖能否持续,齐鲁证券,涂力磊,无,2010-04-07
7252,地产：有限的财力将延缓开发商的土地购置速度,高华证券,王逸 孙贤兵 骆昀婷 李薇 ,无,2010-04-07
7253,建材：水泥行业 国务院公布落后产能淘汰目标,金元证券,王昕,无,2010-04-07
7254,有色金属：数据向好 金属续涨,大通证券,赵彦辉,无,2010-04-07
7255,地产：主要城市成交面积环比涨17.2% 同比跌1%,中投证券,李少明,中性,2010-04-07
7256,地产：房地产行业 对未来地产政策的判断,国金证券,曹旭特,增持,2010-04-07
7257,半导体、电子设备：半导体行业 高弹性助推业绩加速回升,联合证券,卢山,增持,2010-04-07
7258,交通运输：下半月好于上半月,瑞银证券,徐宾,无,2010-04-07
7259,日常消费品：农林牧渔 猪价或企稳 海参捕捞旺季来临,东莞证券,黄黎明,谨慎推荐,2010-04-07
7260,地产：制造业 政策力度加大 淘汰落后产能值得期待,平安证券,蔡大贵,无,2010-04-07
7261,日常消费品：农业行业点评,大通证券,张喜,中性,2010-04-07
7262,地产：三月房地产市场回顾,英大证券,蔡荣,无,2010-04-07
7263,煤炭石油：动力煤小幅反弹 炼焦煤平稳 无烟煤走弱,大同证券,于宏,看好,2010-04-07
7264,地产：房价持续上涨 政策调控预期加重,财富证券,刘之彦,谨慎推荐,2010-04-07
7265,交通运输：铁路车辆造船行业 扩大内需拉动造船铁路行业景气度回暖,银河证券,田书华,推荐,2010-04-07
7266,煤炭石油：煤价涨势明确 积极做多煤炭股,银河证券,赵柯,推荐,2010-04-07
7267,化工：氮肥 南旱北寒 春耕行情难以到来,联合证券,肖晖,中性,2010-04-07
